Date	Title
2012-10-26 	Seoul shares fall 1.72 pct to seven-week low
2012-10-26 	Taiwan's HTC sees lower revenue, margins in fourth-quarter
2012-10-26 	HTC sees lower revenue, margins in Q4
2012-10-28 	S.Korea's SK Lubricants picks six banks to advise $1.3 bln IPO-source
2012-10-29 	Google unveils first 10-inch Nexus tablet
2012-10-30 	ARM unveils 64-bit designs for future smartphones, servers
2012-10-30 	ARM unveils chip designs for future smartphones, servers
2012-10-30 	South Korea's SK Lubricants picks six banks to advise $1.3 billion IPO: source
2012-10-30 	Seoul shares extend gains, industrial output sparks optimism
2012-10-30 	CORRECTED-S.Korea's SK Lubricants picks six banks to advise $1.3 bln IPO-source
2012-10-31 	ZTE sees over 40 percent rise in 2013 smartphone shipments
2012-10-31 	RIM starts carrier testing on BlackBerry 10 devices
2012-11-01 	Court in UK tells Apple to change statement on Samsung case
2012-11-01 	First iPad mini teardown reveals Samsung display
2012-11-01 	Apple's iPad mini includes LCD display driver from rival Samsung
2012-11-01 	South Korea's Samsung Engineering says wins $2.5 billion order
2012-11-01 	South Korea shares track Wall Street gains as shipbuilders surge
2012-11-01 	RIM shares surge as carriers begin testing new BlackBerry
2012-11-02 	S.Korea's LG settles LED patent dispute with Siemens' Osram unit
2012-11-05 	Alibaba set to test the China premium
2012-11-05 	Seoul shares slip as auto shares fall; U.S. election awaited
2012-11-05 	"Microsoft CEO expects volumes on Windows Phone to ""ramp quickly"""
2012-11-06 	Apple sells 3 million iPads over first weekend
2012-11-07 	RIM's BlackBerry 10 platform wins coveted US security clearance
2012-11-07 	Apple slides to five-month low, uncertainty grows
2012-11-07 	Seoul shares fall on worries over U.S. fiscal cliff
2012-11-07 	Apple's shares slide 4 percent to five-month low
2012-11-07 	Seoul shares fall on concerns over U.S. fiscal cliff
2012-11-08 	Galaxy S3 takes No 1 position in smartphone mkt-research
2012-11-08 	Lenovo expects its China smartphone business to be profitable soon
2012-11-08 	Galaxy S3 takes No. 1 position in smartphone market: research
2012-11-08 	South Korean shares fall on worries over U.S. fiscal cliff
2012-11-09 	Philips, LG Electronics, others face EU cartel fines
2012-11-09 	Philips, LG Electronics, others face EU cartel fines Nov 28 -sources
2012-11-09 	Seoul shares tick down as investors eye U.S. fiscal woes
2012-11-10 	Apple and HTC settle global patent battle
2012-11-11 	Seoul shares extend losses on U.S. fiscal uncertainty
2012-11-11 	Seoul shares open down, big-caps lose ground
2012-11-12 	Seoul shares edge up, but U.S. economy woes cap gains
2012-11-14 	Cellphones may get smaller Holiday lift: Gartner
2012-11-14 	Seoul shares fall to lowest since Aug 3, foreign selling persists
2012-11-14 	Seoul shares fall more than 1 pct in early deals
2012-11-15 	Apple, Samsung allowed to add products in U.S. patent lawsuit
2012-11-16 	Samsung goes after HTC deal to undercut Apple
2012-11-16 	Seoul shares edge down as U.S. fiscal concerns weigh
2012-11-16 	Samsung goes after HTC deal to undercut Apple-filing
2012-11-19 	Seoul shares rebound as tech, shipbuilders gain
2012-11-19 	Seoul shares advance on bargain buying, buoyed by Wall Street
2012-11-19 	U.S. ITC will review Apple, Samsung patent decision
2012-11-20 	Seoul shares end higher on U.S. fiscal hopes, tech shares
2012-11-20 	REFILE-Seoul shares extend gains on U.S. fiscal optimism; autos lag
2012-11-21 	Seoul shares cut earlier gains after no Greece deal
2012-11-21 	Seoul shares cut gains on Greece, Gaza; Samsung Elec gains
2012-11-22 	Apple seeks to add more products to Samsung patent lawsuit
2012-11-22 	Seoul shares nudge up as Samsung Elec extends gains
2012-11-22 	Qimonda administrator puts 7,500 patents up for sale
2012-11-23 	South Korean shares seal week's rally as Samsung Elec hits new high
2012-11-26 	Samsung, Shanghai Electric win $3 billion Saudi water plant deal
2012-11-26 	Seoul shares cool after big recent gains; Samsung Elec off highs
2012-11-26 	Seoul shares tick up as Greek debt deal buoys sentiment
2012-11-26 	US STOCKS-Futures dip as investors focus on talks over Greece, fiscal cliff
2012-11-26 	US STOCKS-Wall Street falls on caution after rally
2012-11-26 	US STOCKS-Shares fall amid talks over Greece, fiscal cliff
2012-11-26 	U.S. stock index futures signal early losses
2012-11-27 	Ericsson sues Samsung for patent infringement
2012-11-27 	Seoul shares slid as profit-taking weighs off recent gains
2012-11-28 	Seoul shares hit 3-week high on hopes for U.S. fiscal talks
2012-11-28 	REFILE-Samsung takes aim at Japanese rivals with Android camera
2012-11-28 	Samsung takes aim at Japanese rivals with Android camera
2012-11-29 	Seoul shares ease from 3-week-high; institutional selling weighs
2012-11-29 	Vivendi's SFR begins 4G battle in France
2012-11-29 	Goldman Sachs boosts rating on RIM, shares surge
2012-11-30 	South Korean shares ease slightly from three-week high
2012-11-30 	Samsung says to fix outsourcing issues, but keep most production inhouse
2012-11-30 	REFILE-Samsung says to fix outsourcing issues, but keep most production inhouse
2012-12-03 	Ericsson seeks U.S. import ban on Samsung products
2012-12-04 	Samsung Elec shares hit life-time high after Lee's heir promoted
2012-12-04 	Samsung promotes Lee's son and heir to vice chairman
2012-12-04 	Seoul shares end slightly lower on U.S. factory data
2012-12-05 	Samsung promotes son and heir closer to top job
2012-12-05 	Broadcom boosts guidance on revenue, margins
2012-12-05 	CORRECTED-Philips, LG Electronics, 4 others fined 1.47 bln euros for EU cartel
2012-12-05 	Philips plans to appeal EU fine for competition violation
2012-12-06 	Bend it like Samsung: new Galaxy phone may have unbreakable screen
2012-12-06 	New Galaxy phone may have unbreakable screen
2012-12-06 	South Korean shares edge up to 7-week-high; steels rise on China hope
2012-12-06 	Seoul shares seen inching up as investors await U.S. data
2012-12-06 	Seoul shares gain on hopes for U.S. budget talks, China growth
2012-12-06 	Amazon and Google start e-book sales in Brazil
2012-12-07 	Seoul shares close up, Samsung Elec hits lifetime high
2012-12-07 	EU regulators receive fresh patent complaints: official
2012-12-07 	Seoul shares end up; Samsung Elec hits record closing high
2012-12-09 	Seoul shares rise, Samsung Elec hits lifetime high
2012-12-09 	Seoul shares edge up, Samsung Electronics hits lifetime high
2012-12-10 	"Google makes MIT professor's dream of ""$100 laptop"" a reality"
2012-12-10 	Google makes MIT professor's dream of '$100 laptop' a reality
2012-12-10 	Seoul shares end flat; Samsung Elec hits lifetime high, autos gain
2012-12-10 	Seoul shares close flat; Samsung Elec hits new record high
2012-12-10 	Seoul shares edge up; Samsung Elec eases from lifetime high
2012-12-10 	Seoul shares steady; Samsung Elec eases from lifetime high
2012-12-10 	Analysis: In pixel wars, LCD has staying power, refuses to die
2012-12-11 	Google makes professor's dream of $100 laptop reality
2012-12-11 	CORRECTED-Google makes professor's dream of $100 laptop reality
2012-12-12 	As China handset makers upgrade chips, pressure remains on profit margins
2012-12-12 	Seoul shares extend two-month high after Fed stimulus
2012-12-13 	Seoul shares ease after big gains
2012-12-17 	Seoul shares fall on weaker yen, election uncertainty
2012-12-17 	Judge denies Apple injunction request against Samsung smartphones
2012-12-18 	AU Optronics executive convicted in price fixing trial
2012-12-18 	Samsung drops attempt to ban Apple sales in Europe
2012-12-19 	US agency makes initial ruling against Apple 'pinch-to-zoom' patent
2012-12-19 	U.S. sets final duties on Mexico, South Korea washers
2012-12-19 	South Korea’s next leader will face a currency war
2012-12-19 	Seoul shares inch up; election lifts policy hopes but US worries weigh
2012-12-20 	EU's Almunia says will charge Samsung soon in patent case
2012-12-20 	Samsung Elec completes talks for $3.9 billion U.S. chip expansion
2012-12-20 	Seoul shares slip as U.S. fiscal plan pulled; Samsung Elec falls
2012-12-20 	"Patent agency rejects Apple ""pinch-to-zoom"" patent in initial ruling"
2012-12-20 	Samsung Electronics completes talks for $3.9 billion U.S. chip expansion
2012-12-21 	U.S. stock futures signal sharp drop on budget impasse
2012-12-21 	Technip consortium wins offshore platform deal
2012-12-23 	Seoul shares tread water on worries about soft yen, U.S. economy
2012-12-25 	Seoul shares gain before ex-dividend date, end of year
2012-12-25 	Samsung Elec seeks U.S. sales ban on some Ericsson products
2012-12-26 	South Korea president-elect urges chaebol think twice before layoffs
2012-12-26 	South Korean shares close flat in thin post-Christmas trade
2012-12-26 	Samsung Electronics seeks U.S. sales ban on some Ericsson products
2012-12-27 	Fujitsu expects to miss PC sales goal on sluggish Europe demand
2012-12-27 	Seoul shares crawl up in thin trade; automakers extend slide
2012-12-28 	Apple agrees to drop patent claims against new Samsung phone
2012-12-28 	Seoul shares end 2012 up 9.4 pct; Samsung Elec near record high
2012-12-28 	Seoul shares end higher, gain 9.4 percent in 2012
2012-12-28 	China tightens loophole on hiring temporary workers
2012-12-30 	Samsung Heavy says $471 mln hydrocarbon storage vessel order cancelled
2013-01-01 	CORRECTED-LG Elec starts taking pre-orders for OLED TVs for Feb delivery
2013-01-01 	Asia Fuel Oil-S.Korea's WP buys 60,000 T for Jan
2013-01-01 	Seoul shares climb to near 9-month high; Samsung, LG Elec rally
2013-01-01 	Seoul shares kick off year above 2,010-mark, Samsung Elec soars
2013-01-02 	Fiscal deal lifts Seoul shares to 9-month high; Samsung at peak
2013-01-02 	Seoul shares at 9-month high, Samsung Elec hits record high
2013-01-02 	LG Elec starts taking orders for next-generation TVs
2013-01-04 	US STOCKS-Data helps pace Wall St higher, but Apple drags
2013-01-04 	US STOCKS-Wall St inches up after data; Apple extends fall
2013-01-04 	Seoul shares retreat to just above 2,010 mark; Samsung Elec slips
2013-01-06 	S. Korea's LG Group announces record investment plan for 2013
2013-01-06 	Seoul shares fall on profit-taking ahead of earnings season
2013-01-07 	Associated Press starts ads on Twitter with Samsung as sponsor
2013-01-07 	Samsung sees fourth quarter profit at $8.3 billion on Note sales, components
2013-01-07 	Analysis: Apple bid for Samsung sales ban faces skeptical court
2013-01-07 	Seoul shares dip as Samsung profit guidance underwhelms
2013-01-07 	Huawei challenges Samsung, Apple with big-screen phones
2013-01-08 	Seoul shares edge up as caution rules in earnings season
2013-01-08 	Seoul shares end down; Samsung Elec falls despite record profit
2013-01-08 	Samsung, LG unveil super-thin, curved televisions
2013-01-08 	Panasonic considers headcount savings, asset sales in revival plan
2013-01-08 	Panasonic, in one-upmanship, unveils biggest OLED TV
2013-01-08 	U.S. stock index futures signal lower Wall St open
2013-01-09 	Samsung seeks broader chip base as Apple cuts loose
2013-01-09 	TEXT-Fitch: Low-End iPhone May Trim Samsung's Market Lead and Margins
2013-01-09 	Samsung Heavy aims for 48 pct jump in annual orders to $14.2 bln
2013-01-09 	Seoul shares slip as caution rules before Q4 earnings results
2013-01-09 	Seoul shares fall for fifth day on Q4 earnings concerns
2013-01-09 	Global contest seeks energy-efficient computer monitors
2013-01-10 	Apple's Tim Cook meets with China Mobile chairman in Beijing
2013-01-10 	Seoul shares gain after strong China trade data
2013-01-10 	Seoul shares extend gains on optimism from China data
2013-01-13 	HTC seeks Myanmar edge with local font phones
2013-01-14 	Samsung urges U.S. court to keep allowing Galaxy phone sales
2013-01-14 	Samsung urges US court to keep allowing Galaxy phone sales
2013-01-14 	STOCKS NEWS EUROPE-SocGen adds ABB and Nokia to premium list
2013-01-14 	RIM shares jump ahead of BlackBerry 10 launch
2013-01-14 	Apple shares fall on reports of cuts to iPhone parts orders
2013-01-15 	Seoul shares hit nearly 3-week low as Apple suppliers weigh
2013-01-16 	Samsung Galaxy tablets do not infringe Apple design: Dutch court
2013-01-16 	Samsung Galaxy tablets do not infringe Apple design -Dutch court
2013-01-16 	Iraqi approves Samsung's $879 million oilfield contract: government
2013-01-16 	Iraqi approves Samsung's $879 mln oilfield contract-govt
2013-01-17 	Seoul shares inch down as Samsung Elec slides for third session
2013-01-17 	Sony CEO says aims to expand TV sales from 2014
2013-01-17 	Finmeccanica sets Jan. 23 deadline for AnsaldoEnergia bids-source
2013-01-17 	Finmeccanica sets January 23 deadline for AnsaldoEnergia bids: source
2013-01-17 	ASML warns of flat 2013 sales as PC demand stalls
2013-01-18 	Intel may have little choice in big manufacturing bet
2013-01-18 	In smartphone wars, Apple stalks the elusive injunction
2013-01-18 	Exclusive: Japan's Sharp cuts iPad screen output
2013-01-18 	Seoul shares gain on optimism from firm China, U.S. data
2013-01-20 	Seoul shares fall as exporters slide on weak yen with BOJ action eyed
2013-01-21 	Seoul shares flat as market awaits BOJ policy decision
2013-01-21 	Seoul shares close nearly flat; institutional buying offsets weak yen
2013-01-21 	Smart refrigerator runs apps for shopping lists, recipes
2013-01-22 	Seoul shares gain after rise in yen, Wall Street highs
2013-01-23 	US ITC remands part of Apple's patent complaint against Samsung
2013-01-23 	Seoul shares pare losses on strong China PMI data
2013-01-23 	U.S. panel approves duties on washers from Mexico, South Korea
2013-01-23 	Apple finally succumbs to uncreative destruction
2013-01-24 	Samsung may cut expenses as Apple shops elsewhere for chips
2013-01-24 	Samsung sees smartphone market shrinking shrinking in first-quarter
2013-01-24 	Samsung may cut capex as Apple shops elsewhere for chips
2013-01-24 	Seoul shares edge down; Samsung meets forecasts
2013-01-24 	Samsung Electronics sold 63 million smartphones in fourth quarter: report
2013-01-24 	Samsung Electronics sold 63 million smartphones in Q4: report
2013-01-24 	Samsung Electronics expects global PC market to shrink 5 percent in 2013
2013-01-24 	Seoul shares drop; Samsung Elec drops on sour sentiment
2013-01-24 	Samsung Elec expects global PC market to shrink 5 pct in 2013
2013-01-24 	Apple shares slide by most in over four years on disappointing iPhone sales
2013-01-24 	Samsung sees Q1 smartphone market shrinking vs Q4
2013-01-24 	Seoul shares fall as Hyundai profit drop weighs
2013-01-24 	Nokia axes dividend to save cash for Lumia push
2013-01-24 	Seoul shares seen up on U.S. data; Samsung Elec reports record profit
2013-01-25 	Samsung puts lid on capex for the first time since financial crisis
2013-01-25 	Seoul shares drop on foreign selloff; Samsung Elec, autos weigh
2013-01-25 	Exclusive: Samsung Total strikes Iran oil deal, lured by cheap fuel: sources
2013-01-25 	European Factors to Watch -Shares to fall, focus on tech stocks
2013-01-25 	U.S. stock index futures signal mixed Wall St open
2013-01-25 	GLOBAL MARKETS-Asian shares down; Seoul hit by weak techs but Nikkei surges
2013-01-28 	Seoul shares rise after 4-session retreat; Samsung Elec gains
2013-01-28 	U.S. plays down purchase of Iran oil by company in South Korea
2013-01-28 	Seoul shares slide on weak yen; Samsung Elec at 10-week low
2013-01-28 	U.S. plays down purchase of Iran oil by company in S. Korea
2013-01-28 	Outokumpu proposes former Nokia leader as chairman
2013-01-28 	REFILE-U.S. plays down purchase of Iran oil by company in S. Korea
2013-01-28 	S.Korean shares extend losses on earnings worries, foreign selloff
2013-01-28 	Seoul shares gain after recent slide; auto, tech sectors lead
2013-01-29 	Gorilla Glass helps Corning beat Street estimates
2013-01-29 	Seoul shares end up after 4 days of losses; techs, autos rise
2013-01-29 	Seoul shares lifted on bargain-hunting; auto, tech shares lead
2013-01-29 	REFILE-U.S. court rejects Apple's bid to raise damages in Samsung case
2013-01-30 	U.S. court rejects Apple's bid to raise damages in Samsung case
2013-01-30 	Seoul shares end up after choppy trade; Samsung Elec gains
2013-01-30 	EU may challenge more firms over patent lawsuits-Almunia
2013-01-30 	Seoul shares end up on pension fund, institutional demand
2013-01-30 	STMicro says may need $500 million to leave ST-Ericsson
2013-01-30 	LG Electronics misses forecasts as TV profits tumble
2013-01-30 	Analysis: The funds that saw Apple's decline coming
2013-01-30 	ZTE sharpens focus on high-end smartphones to boost margins
2013-01-30 	China's Lenovo sets sights overseas in smartphone push
2013-01-31 	Appeals court rejects Apple bid to overturn sales-ban denial
2013-01-31 	Audio company Audience sees fast growth, even with less Apple
2013-01-31 	CORRECTED-UPDATE 1-Audio company Audience sees fast growth, even with less Apple
2013-02-01 	Samsung Electronics chairman wins $4 billion court feud over family fortune
2013-02-01 	Samsung Elec chairman wins $4 bln court feud over family fortune
2013-02-01 	Apple edges out Samsung for mobile phone sales lead in fourth quarter
2013-02-01 	Apple pips Samsung for mobile phone sales lead in fourth quarter
2013-02-04 	HTC plans cheaper phones for China as revenue sags
2013-02-04 	HTC sees Q1 revenue flat to 17 pct lower vs Q4
2013-02-04 	Seoul shares fall for fourth day, banks and builders struggle
2013-02-04 	Seoul shares open down as won strength hurts exporters
2013-02-05 	Samsung Engineering says wins $880 million order in Iraq
2013-02-06 	TriQuint forecasts first quarter results below estimates; shares fall
2013-02-06 	Smartphone demand boosts chipmaker Wolfson
2013-02-06 	Seoul shares edge up from 2-mth low after five days of falls
2013-02-07 	Judge narrows Google patent suit against Microsoft
2013-02-08 	Seoul shares snap 6-day loss on China data, weaker won
2013-02-11 	Seoul shares tread water in thin trade; Samsung Elec gains
2013-02-12 	Seoul shares gain as investors eye currency moves
2013-02-12 	Seoul shares rebound as exporters bullish on firmer yen
2013-02-12 	Mobile phone maker Nokia expands budget Asha line-up
2013-02-13 	LG says OLED TV pre-orders top 100, eyes 15 pct rise in 2013 TV sales
2013-02-13 	LG says OLED TV pre-orders top 100, eyes 15 percent rise in 2013 TV sales
2013-02-13 	Worldwide mobile phone sales fell in 2012: Gartner
2013-02-13 	Applied Materials forecasts strong quarter as orders pick up
2013-02-14 	Apple's search technology lawsuit against Samsung may go on hold
2013-02-14 	CORRECTED-U.S.-based inventors lead world in nanotechnology patents -study
2013-02-14 	U.S.-based inventors lead world in nanotechnology patents: study
2013-02-17 	Seoul shares tread water as yen slides after G20 meeting
2013-02-17 	Seoul shares likely to fall; investors keep eye on yen after G20
2013-02-18 	Seoul shares rise on foreign demand, auto shares rebound
2013-02-19 	Seoul shares hit one-month high on German data; tech gains
2013-02-20 	Seoul shares take breather after Fed minutes; steelmakers lose
2013-02-21 	South Korean shares end 6-day gain on selloff by institutions
2013-02-24 	Seoul shares seen climbing as new president takes office
2013-02-24 	Seoul shares steadier as new president takes office
2013-02-24 	Samsung to unveil its next Galaxy S smartphone on Apple's turf
2013-02-25 	Intel debuts new smartphone chip as mobile market consolidates
2013-02-25 	Nokia Siemens Networks aims for No.2 slot in U.S. market
2013-02-25 	Nokia strengthens basic range with 15 euro phone
2013-02-25 	Nokia strengthens basic line-up with 15-euro phone
2013-02-26 	Seoul shares climb after Bernanke defends easing policy
2013-02-26 	Seoul shares fall to one-week low; Samsung Life sags
2013-02-27 	Seoul shares gain for 2nd session on Fed commitment to stimulus
2013-02-27 	Chinese may have edge in emerging market dash for smartphones
2013-02-27 	Seoul shares rise for 2nd session; Samsung Elec gains
2013-02-28 	Samsung Electronics says loses a Japan patent lawsuit to Apple
2013-02-28 	Micron says moves closer to Elpida deal
2013-02-28 	Samsung Elec says loses a Japan patent lawsuit to Apple
2013-02-28 	Sony sells Tokyo building for $1.2 billion, year's second office sale
2013-03-01 	Judge cuts Apple award vs Samsung, sets new damages trial
2013-03-01 	Judge throws out part of Apple patent award against Samsung
2013-03-03 	Samsung Electronics shares rise after Apple award nearly halved
2013-03-04 	Seoul shares rebound on support for continued U.S. monetary easing
2013-03-04 	Jobs protesters break into Iraq's West Qurna-2 oilfield
2013-03-05 	Samsung set to give Sharp $110 million lifeline, shares soar
2013-03-05 	Seoul shares rise as Wall St stokes risk appetite; autos weigh
2013-03-05 	Nikkei rises to new 4-1/2 year high; exporters, real estates lead
2013-03-06 	Samsung Heavy says $2.4 bln order for four vessels cancelled
2013-03-06 	Seoul shares slip on profit-taking, risk and currency moves
2013-03-06 	Samsung gets a foot in at key Apple supplier Sharp with $110 million investment
2013-03-06 	Sony aims to triple India mobile phone sales in year to March 2014
2013-03-06 	Nikkei sets new 4-1/2 year high near 12,000; domestic plays lead
2013-03-07 	Sharp may seek fresh equity financing after Samsung deal: sources
2013-03-07 	Samsung loses latest Apple patent suit in UK
2013-03-07 	Samsung's Sharp equity deal reveals pressures as display unit lags
2013-03-07 	REFILE-Samsung's Sharp equity deal reveals pressures as display unit lags
2013-03-07 	Seoul shares slide on profit-taking; Samsung Elec weighs
2013-03-07 	Seoul shares open nearly flat; Samsung Elec extends losses
2013-03-07 	CORRECTED-Sharp may seek fresh equity financing after Samsung deal -sources
2013-03-07 	Atmel CFO expects touchscreens to fuel growth in 2013
2013-03-07 	China smartphone shipments to rise to 460 million by 2017: IDC
2013-03-07 	China smartphone shipments to rise to 460 million by 2017-IDC
2013-03-08 	U.S. judge will not suspend Apple Siri patent case vs. Samsung
2013-03-08 	Hon Hai won't invest in Sharp by March 26 deadline: media
2013-03-08 	Hon Hai won't invest in Sharp by March 26 deadline -media
2013-03-10 	Seoul shares fall; Samsung Elec, Hyundai Motor extend losses
2013-03-11 	Seoul shares edge down as weaker yen, North Korea weigh
2013-03-12 	STMicro, Ericsson find no takers for mobile chip unit-report
2013-03-12 	Seoul shares hit 3-week-low as weaker yen, North Korea weigh
2013-03-12 	Apple has 25 percent chance of missing outlook: analyst
2013-03-12 	Apple has 25 pct chance of missing outlook: analyst
2013-03-13 	Sharp rejects Samsung offer to buy copier business
2013-03-13 	At Galaxy unveiling, Samsung will have insurance plan in back pocket
2013-03-13 	CORRECTED-Seoul shares eke out gains, led by Samsung Electronics
2013-03-13 	Google's Pichai replaces Rubin at Android's helm
2013-03-13 	Seoul shares hit 3-wk low after c.bank rate decision disappoints
2013-03-13 	Nikkei seen boxed in range; BOJ nominees confirmation eyed
2013-03-14 	Samsung stock falls after new S4 launch
2013-03-14 	U.S. stock index futures point to higher Wall St open
2013-03-14 	BlackBerry plans security feature for Android, iPhone
2013-03-15 	Seoul shares end lower as foreigners sell most in 1-1/2 years
2013-03-15 	Radio frequency chip makers tune in to smartphone race
2013-03-15 	Seoul shares fall near-one month low but Hyundai rallies
2013-03-15 	Samsung Galaxy S4 blitz may prompt Apple rethink
2013-03-17 	Seoul shares lower on Cyprus; Samsung Elec extends loss
2013-03-18 	STMicro, Ericsson split mobile chip unit, 1,600 jobs go
2013-03-18 	South Korean shares rebound on bargain-hunting after Cyprus scare
2013-03-18 	S.Korean shares extend losses on foreign selling, Cyprus woes
2013-03-19 	Samsung working on wristwatch, joins Apple: source
2013-03-19 	Euronav sells ship to Samsung for $54 mln
2013-03-19 	Samsung Heavy cancels $850-mln order for 5 container ships
2013-03-19 	Seoul shares ease on euro zone concerns, Samsung Elec falls
2013-03-19 	Seoul shares ease as large caps slip on weak yen worries
2013-03-19 	Seoul shares end up, bounce from 1-mth low as Cyprus woes recede
2013-03-20 	Ericsson confident of victory in patent spat with Samsung
2013-03-20 	Software co. Intertrust accuses Apple of infringing patents
2013-03-20 	Seoul shares sink to 1-month low on foreign selling, server outage scare
2013-03-22 	BlackBerry faces crucial test with U.S. launch of Z10
2013-03-22 	HTC promises widespread launch of HTC One by end of April
2013-03-24 	Seoul shares gain as risk appetite recovers with Cyprus deal
2013-03-25 	Seoul shares rise after Cyprus deal, Samsung Elec rebounds
2013-03-25 	Seoul shares open flat as Cyprus deal sparks worries
2013-03-25 	Seoul shares end up on institutional buying after Cyprus deal
2013-03-26 	Ericsson sues Indian handset maker for patent infringement
2013-03-26 	Seoul shares gain on strong U.S. economic data
2013-03-27 	South Korean shares gain for third day as autos, utilities rebound
2013-03-28 	Seoul shares end flat, hopes for extra budget lend support
2013-03-28 	S.Korea shares rise on currency moves, optimism over stimulus plans
2013-03-28 	Japan's Panasonic targets $3.7 bln in op profit by FY 2015
2013-03-29 	Seoul shares rise on stimulus expectations, currency moves
2013-04-02 	INDIA PRESS-Banks sell United Spirits shares to recover Kingfisher Air debt: DNA
2013-04-03 	Seoul shares fall for 3rd day as tensions with N.Korea rise
2013-04-04 	Samsung Elec estimates Q1 profit at $7.7 bln, up 53 pct
2013-04-04 	S.Korea shares hit 2-month-low as N.Korea, BOJ weigh
2013-04-04 	CORRECTED-S.Korea's Samsung Heavy wins $895 million order from Nigeria
2013-04-05 	Seoul shares skid as foreigners dump holdings due to BOJ, N.Korea
2013-04-05 	Juez de ITC dice que Samsung infringió parte clave de patente de Apple
2013-04-07 	Seoul shares slip to four-month lows on foreign jitters
2013-04-09 	Panasonic executive says Europe consumer sales hold up
2013-04-12 	Seoul shares fall as shipbuilders sink on earnings jitters
2013-04-12 	Seoul shares tumble as shipbuilders sink on earnings jitters
2013-04-14 	Ahead of the curve: but bendable screens still seek breakthrough
2013-04-14 	S.Korea's Samsung Heavy wins $409 mln order for two LNG vessels
2013-04-15 	S.Korea's Samsung Heavy wins $574 mln order from CSAV
2013-04-15 	Seoul shares fall on China growth worries, weak Q1 outlook
2013-04-15 	Seoul shares slide to near 5-month lows on China growth worries
2013-04-16 	Seoul shares erase losses as planned extra budget aids bargain-hunting
2013-04-16 	Seadrill gets $662 mln, 3-yr contract for new drillship
2013-04-16 	Seoul shares rise as Wall St gains bolster sentiment
2013-04-17 	Samsung says considers Hynix chips for its mobile products
2013-04-17 	Seoul shares inch up on strong Daelim Industrial results, domestic buying
2013-04-17 	Brazil launches 4G wireless service with few smartphone options
2013-04-17 	Nokia to trim loss as Lumia sales pick up, NSN turns a profit
2013-04-18 	Cypress Semiconductor reports a profit, shares up
2013-04-18 	Seoul shares seen down as earnings weigh on techs
2013-04-19 	Seoul shares rise on bargain-hunting; auto shares slide
2013-04-22 	Seoul shares dip after China PMI, industrials struggle
2013-04-22 	LG Display logs small profit as Apple orders slow
2013-04-22 	South Korean shares gain most in a month, techs rebound on earnings hopes
2013-04-22 	Slowdown in Apple orders weighs on LG Display's first-quarter profit
2013-04-23 	Seoul shares at 1-week high after Hynix reports upbeat results
2013-04-23 	SK Hynix Q1 beats forecasts as chip prices soar
2013-04-23 	Seoul shares slip on weak China data, yen slump
2013-04-24 	Samsung's new Galaxy S4 hits supply snags in United States
2013-04-24 	Samsung's Galaxy S4 is a good phone, not a great one: reviewers
2013-04-24 	Analysts cut Apple targets on profit decline, soft outlook
2013-04-24 	REFILE-Analysts cut Apple targets on profit decline, soft outlook
2013-04-24 	Seoul shares seen up on upbeat Q1 GDP but weak yen concerns may cap market
2013-04-25 	Samsung says no component shortages with Galaxy S4
2013-04-25 	Samsung's new Galaxy S4 hits supply snags in U.S.
2013-04-25 	Samsung Electronics Q1 profit jumps ahead of Galaxy S4 debut
2013-04-25 	Samsung sells 69.4 mln smartphones in Q1 for 33 pct share-report
2013-04-25 	Samsung sells 69.4 million smartphones in first quarter for 33 percent share: report
2013-04-25 	Synaptics forecasts upbeat quarter on Samsung Galaxy S4 win
2013-04-25 	Seoul shares pause from week's rebound, but shipbuilders surge
2013-04-25 	Synaptics profit rises three fold
2013-04-26 	Microsoft gets upper hand in first Google patent trial
2013-04-26 	Samsung takes more smartphone market share from Apple
2013-04-29 	Seoul shares open up on U.S. housing data, Italy progress
2013-04-30 	Judge sets new trial dates in Apple vs. Samsung patent battle
2013-04-30 	Judge sets new trial dates in Apple vs Samsung patent battle
2013-05-01 	Pentagon may soon clear use of Apple, Samsung, BlackBerry devices
2013-05-01 	Seoul shares flat; S.Korea budget approval, ECB meeting lend support
2013-05-02 	Samsung, BlackBerry devices cleared for use on U.S. defense networks
2013-05-02 	Audience revenue rises on higher demand from key customers
2013-05-02 	HTC expects Q2 revenue to jump 63.6 pct
2013-05-02 	BlackBerry devices approved for use on Department of Defense
2013-05-02 	BlackBerry devices approved for use on U.S. Department of Defense
2013-05-02 	Microsoft goes mainstream to win phone share
2013-05-03 	Patent claims cause companies to exit business lines: study
2013-05-03 	BlackBerry Q10 sells strongly in Canada, Britain: analyst
2013-05-06 	South Korean shares end lower on profit-taking in autos, tech
2013-05-06 	S.Korea shares turn lower as automakers lose ground
2013-05-07 	Windows 8 hits 100 million sales, tweaks for mini-tablets in works
2013-05-07 	South Korea shares end lower as automakers lose ground
2013-05-07 	Nokia investors tell CEO their patience running thin
2013-05-08 	Japan's Toshiba sees 34 percent jump in profit in FY 2013/14
2013-05-08 	Toshiba says demand for memory chips still strong in Q1
2013-05-08 	SanDisk CEO sees extended stability in NAND flash market
2013-05-09 	Nokia pushes $99 Internet phone in market share battle
2013-05-09 	Sony sees smartphone sales rising to 42 mln this year
2013-05-09 	Sony sees smartphone sales rising to 42 million this year
